Pop,Cohort,Bench,Position,Envelope 1 Biomass (g),Envelope 2 Biomass (g),Envelope 3 Biomass (g),Below Ground Biomass (g) STTO-BH,Notes 
STTO_TM2,cohort 6,3,C07,,,,,NO PLANT
STTO_TM2,cohort 6,3,D04,,,,,NO PLANT
STTO_TM2,cohort 7,3,A13,0.0074,,,,
STTO_TM2,cohort 7,3,C01,,,,,NO PLANT
STTO_TM2,cohort 7,3,D12,,,,,NO PLANT
STTO_TM2,cohort 7,3,E03,,,,,NO PLANT
STTO_TM2,cohort 7,3,E13,,,,,NO PLANT
STTO_TM2,cohort 7,3,G11,,,,,NO PLANT
STTO_TM2,cohort 8,3,A11,0.0178,,,,
STTO_TM2,cohort 8,3,B04,0.0035,,,,
STTO_TM2,cohort 8,3,D08,,,,,NO PLANT
STTO_TM2,cohort 8,3,D10,,,,,NO PLANT
STTO_TM2,cohort 8,3,F12,,,,,NO PLANT
STTO_TM2,cohort 8,3,G03,,,,,NO PLANT
STDI,blank,4,B08,,,,,
STTO_TM2,cohort 1,4,A01,,,,,NO PLANT
STTO_TM2,cohort 1,4,B04,0.0108,,,,
STTO_TM2,cohort 1,4,D10,,,,,NO PLANT
STTO_TM2,cohort 1,4,E03,,,,,NO PLANT
STTO_TM2,cohort 1,4,E11,0.0106,,,,
STTO_TM2,cohort 1,4,G11,0.0125,,,,
STTO_TM2,cohort 2,4,A09,,,,,NO PLANT
STTO_TM2,cohort 2,4,B10,,,,,NO PLANT
STTO_TM2,cohort 2,4,B12,0.005,,,,
STTO_TM2,cohort 2,4,D04,,,,,NO PLANT
STTO_TM2,cohort 2,4,D08,0.0076,,,,
STTO_TM2,cohort 2,4,F04,0.0163,,,,
STTO_TM2,cohort 3,4,A11,0.0029,,,,
STTO_TM2,cohort 3,4,B06,0.0029,,,,
STTO_TM2,cohort 3,4,E01,,,,,NO PLANT
STTO_TM2,cohort 3,4,G01,,,,,NO PLANT
STTO_TM2,cohort 3,4,G07,,,,,NO PLANT
STTO_TM2,cohort 3,4,G09,,,,,NO PLANT
STTO_TM2,cohort 4,4,A03,0.0093,,,,
STTO_TM2,cohort 4,4,A07,0.0122,,,,
STTO_TM2,cohort 4,4,B14,0.0029,,,,
STTO_TM2,cohort 4,4,D02,0.0088,,,,
STTO_TM2,cohort 4,4,D12,0.0082,,,,
STTO_TM2,cohort 4,4,F14,,,,,NO PLANT
STTO_TM2,cohort 5,4,B08,0.0044,,,,
STTO_TM2,cohort 5,4,C05,,,,,NO PLANT
STTO_TM2,cohort 5,4,D06,,,,,NO PLANT
STTO_TM2,cohort 5,4,E05,,,,,NO PLANT
STTO_TM2,cohort 5,4,F02,,,,,NO PLANT
STTO_TM2,cohort 5,4,F12,,,,,NO PLANT
STTO_TM2,cohort 6,4,B02,0.0047,,,,
STTO_TM2,cohort 6,4,C07,,,,,
STTO_TM2,cohort 6,4,C11,0.0145,,,,
STTO_TM2,cohort 6,4,C13,,,,,NO PLANT
STTO_TM2,cohort 6,4,F08,,,,,NO PLANT
STTO_TM2,cohort 6,4,F10,,,,,NO PLANT
STTO_TM2,cohort 7,4,A13,0.0045,,,,
STTO_TM2,cohort 7,4,C03,,,,,NO PLANT
STTO_TM2,cohort 7,4,E07,,,,,NO PLANT
STTO_TM2,cohort 7,4,E13,,,,,NO PLANT
STTO_TM2,cohort 7,4,G03,,,,,NO PLANT
STTO_TM2,cohort 7,4,G13,,,,,NO PLANT
STTO_TM2,cohort 8,4,A05,0.0128,,,,
STTO_TM2,cohort 8,4,C01,0.0022,,,,
STTO_TM2,cohort 8,4,C09,,,,,NO PLANT
STTO_TM2,cohort 8,4,D14,,,,,NO PLANT
STTO_TM2,cohort 8,4,F06,,,,,NO PLANT
STTO_TM2,cohort 8,4,G05,,,,,NO PLANT
CAAN2,cohort 6,2,E04,0.0099,,,,Extra? Position/bench combo doesn't exists?
STIN,cohort 7,1,A05,0.0023,,,,Extra? Position/bench combo doesn't exists?
