Bench,Block,Pop,Position,Cohort,First Bud Date,Height (cm) @ First Bud ,First Flower Date,Height (cm) @ First Flower,First Fruit Date,Height (cm) @ First Fruit,Death Date,Notes
4,12,CAIN4,E11,cohort 5,,,,,,,,
4,12,CAIN4,F08,cohort 5,,,,,,,,
4,12,CAIN4,F10,cohort 5,,,,,,,,
4,12,CAIN4,G05,cohort 5,,,,,,,3/28/22,0.6 cm at death
4,12,CAIN4,A03,cohort 6,5/4/22,5.1,,,,,,
4,12,CAIN4,B08,cohort 6,,,,,,,,
4,12,CAIN4,F14,cohort 6,,,,,,,5/27/22,
4,12,CAIN4,G03,cohort 6,,,,,,,3/30/22,Marked dead but no date
4,12,CAIN4,G09,cohort 6,,,,,,,,
4,12,CAIN4,A01,cohort 7,,,,,,,6/15/22,
4,12,CAIN4,B02,cohort 7,5/18/22,3.9,,,,,6/15/22,
4,12,CAIN4,B12,cohort 7,,,,,,,,
4,12,CAIN4,D08,cohort 7,,,,,,,,
4,12,CAIN4,E01,cohort 7,,,,,,,,
4,12,CAIN4,E03,cohort 7,,,,,,,,
4,12,CAIN4,B14,cohort 8,,,,,,,6/6/22,
4,12,CAIN4,C09,cohort 8,,,,,,,,
4,12,CAIN4,E07,cohort 8,,,,,,,,
4,12,CAIN4,E09,cohort 8,,,,,,,,
4,12,CAIN4,F06,cohort 8,,,,,,,,
4,12,CAIN4,F12,cohort 8,,,,,,,,
1,8,STBR3,E07,blank,,,,,,,,
1,8,STBR3,F10,cohort 1,,,,,,,1/10/22,
1,8,STBR3,F12,cohort 1,,,,,,,1/20/22,
1,8,STBR3,C09,cohort 2,,,,,,,2/1/22,
1,8,STBR3,E13,cohort 2,,,,,,,2/16/22,
1,8,STBR3,G01,cohort 2,,,,,,,4/1/22,height at death 1.0
1,8,STBR3,F06,cohort 3,,,,,,,4/8/22,
1,8,STBR3,A03,cohort 4,,,,,,,6/15/22,
1,8,STBR3,B12,cohort 4,,,,,,,3/4/22,
1,8,STBR3,B14,cohort 4,,,,,,,3/25/22,1.6 cm at death
1,8,STBR3,C07,cohort 4,,,,,,,6/15/22,
1,8,STBR3,A05,cohort 5,,,,,,,3/28/22,
1,8,STBR3,B04,cohort 6,,,,,,,3/25/22,1.7 cm at death
1,8,STBR3,C01,cohort 6,,,,,,,3/25/22,1.2 cm at death
1,8,STBR3,C11,cohort 6,,,,,,,4/18/22,
1,8,STBR3,E01,cohort 6,,,,,,,5/25/22,
1,8,STBR3,A01,cohort 7,,,,,,,6/3/22,
1,8,STBR3,D04,cohort 7,,,,,,,,
1,8,STBR3,D08,cohort 7,,,,,,,,
1,8,STBR3,F02,cohort 7,,,,,,,,
1,8,STBR3,F14,cohort 7,,,,,,,,
1,8,STBR3,G13,cohort 7,,,,,,,,
1,8,STBR3,A07,cohort 8,,,,,,,,
1,8,STBR3,C05,cohort 8,,,,,,,,
1,8,STBR3,D02,cohort 8,6/15/22,3,,,,,,
1,8,STBR3,D12,cohort 8,,,,,,,,
1,8,STBR3,E05,cohort 8,,,,,,,,
1,8,STBR3,F08,cohort 8,,,,,,,,
2,5,STBR3,B04,blank,,,,,,,,
2,5,STBR3,A13,cohort 1,,,,,,,1/10/22,
2,5,STBR3,F06,cohort 1,4/20/22,3.9,,,,,,
2,5,STBR3,A09,cohort 2,,,,,,,2/7/22,
2,5,STBR3,D06,cohort 2,5/20/22,1.9,,,,,,
2,5,STBR3,D14,cohort 2,,,,,,,,
2,5,STBR3,G07,cohort 2,,,,,,,1/24/22,
2,5,STBR3,A03,cohort 3,3/7/22,,,,,,4/15/22,pick present but recorded
2,5,STBR3,A07,cohort 5,,,,,,,4/11/22,
2,5,STBR3,B06,cohort 6,5/20/22,3.4,,,,,,
2,5,STBR3,C03,cohort 6,,,,,,,,
2,5,STBR3,D08,cohort 6,,,,,,,,
2,5,STBR3,D10,cohort 6,,,,,,,,
2,5,STBR3,E11,cohort 6,5/25/22,3.3,,,,,,
2,5,STBR3,C09,cohort 7,,,,,,,,
2,5,STBR3,D12,cohort 7,,,,,,,,
2,5,STBR3,F10,cohort 7,,,,,,,,
2,5,STBR3,F14,cohort 7,,,,,,,,
2,5,STBR3,G01,cohort 7,,,,,,,,
2,5,STBR3,A05,cohort 8,,,,,,,,
2,5,STBR3,B02,cohort 8,,,,,,,,
2,5,STBR3,C11,cohort 8,,,,,,,,
2,5,STBR3,E03,cohort 8,,,,,,,,
2,5,STBR3,E07,cohort 8,,,,,,,,
2,5,STBR3,G13,cohort 8,,,,,,,,
3,3,STBR3,B12,blank,,,,,,,,
3,3,STBR3,A03,cohort 1,,,,,,,12/31/21,fungus 1/10/22 STBR bench 3 block 3 cohorts 1&2 some sort of pathogen/virus- dead meristem but fleshy stem
3,3,STBR3,C07,cohort 1,,,,,,,1/10/22,fungus 1/10/22
3,3,STBR3,E01,cohort 1,,,,,,,1/10/22,fungus 1/10/22
3,3,STBR3,G01,cohort 1,,,,,,,1/10/22,fungus 1/10/22
3,3,STBR3,A07,cohort 2,5/6/22,1.5,,,,,,
3,3,STBR3,D02,cohort 2,,,,,,,1/10/22,fungus 1/10/22
3,3,STBR3,G05,cohort 2,,,,,,,1/10/22,fungus 1/10/22
3,3,STBR3,F14,cohort 3,,,,,,,2/1/22,1/31/22 looks bad
3,3,STBR3,G09,cohort 3,,,,,,,2/4/22,mold 2/4/22
3,3,STBR3,A05,cohort 4,,,,,,,3/25/22,1/4 cm at death
3,3,STBR3,B02,cohort 4,5/25/22,4.1,,,,,,
3,3,STBR3,C01,cohort 4,,,,,,,3/25/22,too wilted to measure
3,3,STBR3,F06,cohort 5,,,,,,,3/25/22,3.5 cm at death
3,3,STBR3,F08,cohort 5,,,,,,,3/28/22,2.5 cm at death
3,3,STBR3,G11,cohort 5,,,,,,,3/28/22,2.2 cm at death
3,3,STBR3,G13,cohort 5,5/11/22,4.2,,,,,,
3,3,STBR3,C11,cohort 6,,,,,,,6/10/22,
3,3,STBR3,D04,cohort 6,5/31/22,1,,,,,,
3,3,STBR3,F02,cohort 6,,,,,,,4/6/22,"1.4 cm at death, dry"
3,3,STBR3,F04,cohort 6,,,,,,,3/25/22,1.5 cm at death
3,3,STBR3,A09,cohort 7,,,,,,,4/22/22,0.9 cm at death
3,3,STBR3,A13,cohort 7,,,,,,,,
3,3,STBR3,B06,cohort 7,,,,,,,,
3,3,STBR3,B10,cohort 7,,,,,,,,
3,3,STBR3,C05,cohort 7,,,,,,,,
3,3,STBR3,E05,cohort 7,,,,,,,,
3,3,STBR3,A11,cohort 8,,,,,,,,
3,3,STBR3,C13,cohort 8,,,,,,,,
3,3,STBR3,D14,cohort 8,,,,,,,,
3,3,STBR3,E09,cohort 8,,,,,,,,
3,3,STBR3,F10,cohort 8,,,,,,,,
3,3,STBR3,G07,cohort 8,,,,,,,,
4,2,STBR3,B08,blank,,,,,,,,
4,2,STBR3,A03,cohort 2,,,,,,,,
4,2,STBR3,B06,cohort 2,,,,,,,12/31/21,
4,2,STBR3,B14,cohort 2,,,,,,,3/28/22,1.3 cm at death
4,2,STBR3,D04,cohort 2,,,,,,,1/31/22,
4,2,STBR3,F08,cohort 2,5/6/22,3.1,,,,,,
4,2,STBR3,B02,cohort 3,,,,,,,12/31/21,
4,2,STBR3,C03,cohort 3,,,,,,,12/31/21,
4,2,STBR3,C05,cohort 3,,,,,,,,
4,2,STBR3,F02,cohort 3,,,,,,,2/11/22,
4,2,STBR3,F10,cohort 3,,,,,,,1/10/22,
4,2,STBR3,A01,cohort 4,,,,,,,4/4/22,
4,2,STBR3,D02,cohort 4,,,,,,,,
4,2,STBR3,D12,cohort 4,,,,,,,2/14/22,
4,2,STBR3,E01,cohort 4,,,,,,,2/16/22,
4,2,STBR3,F12,cohort 4,,,,,,,3/25/22,1.6 cm at death
4,2,STBR3,D14,cohort 5,,,,,,,,
4,2,STBR3,E05,cohort 5,,,,,,,3/25/22,3.6 cm at death
4,2,STBR3,G03,cohort 5,,,,,,,3/25/22,1.6 cm at death
4,2,STBR3,A09,cohort 6,,,,,,,6/13/22,
4,2,STBR3,A13,cohort 6,,,,,,,4/4/22,
4,2,STBR3,D06,cohort 6,,,,,,,3/16/22,
4,2,STBR3,E13,cohort 6,5/18/22,2.3,,,,,,
4,2,STBR3,G11,cohort 6,,,,,,,3/28/22,Missing
4,2,STBR3,G13,cohort 6,,,,,,,4/13/22,
4,2,STBR3,A05,cohort 7,,,,,,,,
4,2,STBR3,B10,cohort 7,,,,,,,,
4,2,STBR3,B12,cohort 7,,,,,,,,
4,2,STBR3,F06,cohort 7,,,,,,,,
4,2,STBR3,G05,cohort 7,,,,,,,,
4,2,STBR3,G07,cohort 7,,,,,,,,
4,2,STBR3,A07,cohort 8,,,,,,,,
4,2,STBR3,C11,cohort 8,,,,,,,,
4,2,STBR3,C13,cohort 8,,,,,,,,
4,2,STBR3,D10,cohort 8,,,,,,,,
4,2,STBR3,E11,cohort 8,,,,,,,,
4,2,STBR3,F14,cohort 8,,,,,,,,
1,9,STDI,A03,blank,,,,,,,,
1,9,STDI,A13,cohort 1,,,,,,,3/7/22,
1,9,STDI,C03,cohort 2,,,,,,,,
1,9,STDI,E03,cohort 2,,,,,,,4/20/22,4.9 cm at death
1,9,STDI,E11,cohort 2,,,,,,,5/9/22,
1,9,STDI,F10,cohort 2,,,,,,,4/8/22,
1,9,STDI,G01,cohort 2,,,,,,,,
1,9,STDI,D14,cohort 3,,,,,,,,
1,9,STDI,F12,cohort 3,,,,,,,,
1,9,STDI,G07,cohort 3,,,,,,,,
1,9,STDI,A01,cohort 4,,,,,,,4/15/22,
1,9,STDI,E13,cohort 4,,,,,,,,
1,9,STDI,E07,cohort 5,,,,,,,,
1,9,STDI,F06,cohort 5,,,,,,,,
1,9,STDI,F08,cohort 5,,,,,,,,
1,9,STDI,G03,cohort 5,,,,,,,,
1,9,STDI,C07,cohort 6,,,,,,,,
1,9,STDI,C09,cohort 6,,,,,,,,
1,9,STDI,C11,cohort 6,,,,,,,,
1,9,STDI,F04,cohort 6,,,,,,,,
1,9,STDI,C13,cohort 7,,,,,,,,
1,9,STDI,E01,cohort 7,,,,,,,,
1,9,STDI,E05,cohort 7,,,,,,,,
1,9,STDI,G11,cohort 7,,,,,,,,
1,9,STDI,G13,cohort 7,,,,,,,,
1,9,STDI,D06,cohort 8,,,,,,,,
1,9,STDI,D08,cohort 8,,,,,,,,
1,9,STDI,D12,cohort 8,,,,,,,,
1,9,STDI,F02,cohort 8,,,,,,,,
1,9,STDI,F14,cohort 8,,,,,,,,
2,13,STDI,G09,blank,,,,,,,,
2,13,STDI,E05,cohort 2,,,,,,,,
2,13,STDI,F02,cohort 2,,,,,,,,
2,13,STDI,G13,cohort 2,,,,,,,6/15/22,plant mising
2,13,STDI,E03,cohort 3,,,,,,,1/24/22,
2,13,STDI,E13,cohort 3,,,,,,,,
2,13,STDI,F04,cohort 3,,,,,,,,
2,13,STDI,G07,cohort 3,,,,,,,,
2,13,STDI,D10,cohort 4,,,,,,,,
2,13,STDI,C01,cohort 5,,,,,,,,
2,13,STDI,E09,cohort 5,,,,,,,,
2,13,STDI,F08,cohort 5,,,,,,,,
2,13,STDI,F10,cohort 5,,,,,,,,
2,13,STDI,G05,cohort 5,,,,,,,,
2,13,STDI,B14,cohort 6,,,,,,,,
2,13,STDI,C05,cohort 6,,,,,,,,
2,13,STDI,C09,cohort 6,,,,,,,,
2,13,STDI,C13,cohort 6,,,,,,,,
2,13,STDI,A11,cohort 7,,,,,,,6/10/22,4/20 resurrected
2,13,STDI,B06,cohort 7,,,,,,,,
2,13,STDI,D04,cohort 7,,,,,,,,
2,13,STDI,E07,cohort 7,,,,,,,,
2,13,STDI,E11,cohort 7,,,,,,,,
2,13,STDI,F06,cohort 7,,,,,,,,
2,13,STDI,C07,cohort 8,,,,,,,,
2,13,STDI,D06,cohort 8,,,,,,,,
2,13,STDI,E01,cohort 8,,,,,,,,
2,13,STDI,F14,cohort 8,,,,,,,,
2,13,STDI,G01,cohort 8,,,,,,,,
3,8,STDI,C11,blank,,,,,,,,
3,8,STDI,B04,cohort 2,,,,,,,,
3,8,STDI,C01,cohort 2,,,,,,,1/10/22,
3,8,STDI,F08,cohort 2,,,,,,,,
3,8,STDI,G07,cohort 2,,,,,,,,
3,8,STDI,A01,cohort 3,,,,,,,,
3,8,STDI,B12,cohort 3,,,,,,,5/25/22,
3,8,STDI,D02,cohort 3,,,,,,,,
3,8,STDI,G11,cohort 3,,,,,,,,
3,8,STDI,C05,cohort 4,,,,,,,,
3,8,STDI,B02,cohort 5,,,,,,,,
3,8,STDI,B06,cohort 5,,,,,,,,
3,8,STDI,D12,cohort 5,,,,,,,,
3,8,STDI,E11,cohort 5,,,,,,,,
3,8,STDI,F12,cohort 5,,,,,,,,
3,8,STDI,E13,cohort 6,,,,,,,,
3,8,STDI,F02,cohort 6,,,,,,,,
3,8,STDI,F06,cohort 6,,,,,,,,
3,8,STDI,G13,cohort 6,,,,,,,,
3,8,STDI,B08,cohort 7,,,,,,,,
3,8,STDI,B10,cohort 7,,,,,,,,
3,8,STDI,D06,cohort 7,,,,,,,,
3,8,STDI,D14,cohort 7,,,,,,,,
3,8,STDI,F14,cohort 7,,,,,,,,
3,8,STDI,G01,cohort 7,,,,,,,,
3,8,STDI,A05,cohort 8,,,,,,,,
3,8,STDI,B14,cohort 8,,,,,,,,
3,8,STDI,C03,cohort 8,,,,,,,,
3,8,STDI,D04,cohort 8,,,,,,,,
3,8,STDI,E01,cohort 8,,,,,,,,
3,8,STDI,E03,cohort 8,,,,,,,,
4,14,STDI,B08,blank,,,,,,,,
4,14,STDI,G13,cohort 1,,,,,,,4/27/22,
4,14,STDI,B06,cohort 2,,,,,,,,
4,14,STDI,E05,cohort 2,,,,,,,6/15/22,
4,14,STDI,F08,cohort 2,,,,,,,,
4,14,STDI,A03,cohort 3,,,,,,,,
4,14,STDI,A05,cohort 3,,,,,,,4/4/22,1/24 very small
4,14,STDI,E03,cohort 3,,,,,,,,
4,14,STDI,F10,cohort 3,,,,,,,,
4,14,STDI,G09,cohort 3,,,,,,,,
4,14,STDI,E13,cohort 4,,,,,,,,
4,14,STDI,B10,cohort 5,,,,,,,,
4,14,STDI,B14,cohort 5,,,,,,,,
4,14,STDI,D14,cohort 5,,,,,,,,
4,14,STDI,E07,cohort 5,,,,,,,,
4,14,STDI,E09,cohort 5,,,,,,,,
4,14,STDI,C03,cohort 6,5/1/22,6,,,,,,
4,14,STDI,C11,cohort 6,,,,,,,,
4,14,STDI,E11,cohort 6,,,,,,,,
4,14,STDI,G03,cohort 6,,,,,,,,
4,14,STDI,G05,cohort 6,,,,,,,,
4,14,STDI,A09,cohort 7,,,,,,,,
4,14,STDI,C05,cohort 7,,,,,,,,
4,14,STDI,D06,cohort 7,,,,,,,,
4,14,STDI,D08,cohort 7,,,,,,,,
4,14,STDI,D10,cohort 7,,,,,,,,
4,14,STDI,G07,cohort 7,,,,,,,,
4,14,STDI,A11,cohort 8,,,,,,,,
4,14,STDI,C07,cohort 8,,,,,,,,
4,14,STDI,E01,cohort 8,,,,,,,,
4,14,STDI,F02,cohort 8,,,,,,,,
4,14,STDI,G11,cohort 8,,,,,,,,
1,5,STDR2,C07,blank,,,,,,,,
1,5,STDR2,C13,cohort 1,,,,,,,4/6/22,"4/4/22 alive but very dry, death 0.4"
1,5,STDR2,F06,cohort 1,,,,,,,4/8/22,dead 4/8
1,5,STDR2,F10,cohort 1,,,,,,,4/20/22,4/6 alive but very dry
1,5,STDR2,G09,cohort 1,,,,,,,4/20/22,4/4/22 moss growing on cone
1,5,STDR2,G13,cohort 2,3/23/22,5,,,,,,
1,5,STDR2,G11,cohort 3,,,,,,,,
1,5,STDR2,F14,cohort 6,,,,,,,,
1,5,STDR2,G01,cohort 6,,,,,,,,
1,5,STDR2,G05,cohort 6,,,,,,,,
1,5,STDR2,B06,cohort 7,,,,,,,,
1,5,STDR2,C09,cohort 7,,,,,,,,
1,5,STDR2,E01,cohort 7,,,,,,,,
1,5,STDR2,E03,cohort 7,,,,,,,,
1,5,STDR2,E13,cohort 7,,,,,,,,
1,5,STDR2,G07,cohort 7,,,,,,,,
1,5,STDR2,B04,cohort 8,,,,,,,,
1,5,STDR2,B12,cohort 8,,,,,,,,
1,5,STDR2,C11,cohort 8,,,,,,,,
1,5,STDR2,D04,cohort 8,,,,,,,,
1,5,STDR2,D12,cohort 8,,,,,,,,
1,5,STDR2,D14,cohort 8,,,,,,,,
2,2,STDR2,F06,blank,,,,,,,,
2,2,STDR2,A09,cohort 1,,,,,,,3/23/22,
2,2,STDR2,B02,cohort 1,,,,,,,6/15/22,
2,2,STDR2,C01,cohort 1,,,,,,,4/15/22,
2,2,STDR2,C13,cohort 1,,,,,,,4/18/22,
2,2,STDR2,G11,cohort 3,5/16/22,4.3,,,,,,
2,2,STDR2,G05,cohort 5,,,,,,,,
2,2,STDR2,D04,cohort 6,,,,,,,,
2,2,STDR2,E11,cohort 6,,,,,,,,
2,2,STDR2,F14,cohort 6,,,,,,,,
2,2,STDR2,A05,cohort 7,,,,,,,,
2,2,STDR2,B12,cohort 7,,,,,,,,
2,2,STDR2,B14,cohort 7,,,,,,,,
2,2,STDR2,D06,cohort 7,,,,,,,,
2,2,STDR2,D10,cohort 7,,,,,,,,
2,2,STDR2,E03,cohort 7,,,,,,,,
2,2,STDR2,B04,cohort 8,,,,,,,,
2,2,STDR2,B08,cohort 8,,,,,,,,
2,2,STDR2,C03,cohort 8,,,,,,,,
2,2,STDR2,E13,cohort 8,,,,,,,,
2,2,STDR2,G03,cohort 8,,,,,,,,
2,2,STDR2,G07,cohort 8,,,,,,,,
3,4,STDR2,A07,blank,,,,,,,,
3,4,STDR2,A03,cohort 1,,,,,,,3/28/22,1.6 cm at death
3,4,STDR2,A05,cohort 1,,,,,,,3/28/22,1.6 cm at death
3,4,STDR2,C13,cohort 1,,,,,,,5/23/22,
3,4,STDR2,F06,cohort 2,,,,,,,,
3,4,STDR2,G05,cohort 2,,,,,,,5/20/22,
3,4,STDR2,E01,cohort 3,,,,,,,,
3,4,STDR2,F14,cohort 3,,,,,,,,
3,4,STDR2,E07,cohort 5,,,,,,,,
3,4,STDR2,F02,cohort 5,,,,,,,,
3,4,STDR2,B02,cohort 6,,,,,,,3/7/22,
3,4,STDR2,F08,cohort 6,,,,,,,,
3,4,STDR2,F12,cohort 6,,,,,,,,
3,4,STDR2,G01,cohort 6,,,,,,,,
3,4,STDR2,A09,cohort 7,,,,,,,,
3,4,STDR2,B08,cohort 7,,,,,,,,
3,4,STDR2,B10,cohort 7,,,,,,,,
3,4,STDR2,C05,cohort 7,,,,,,,,
3,4,STDR2,C07,cohort 7,,,,,,,,
3,4,STDR2,F10,cohort 7,,,,,,,,
3,4,STDR2,A11,cohort 8,,,,,,,,
3,4,STDR2,D04,cohort 8,,,,,,,,
3,4,STDR2,E03,cohort 8,,,,,,,,
3,4,STDR2,E05,cohort 8,,,,,,,,
3,4,STDR2,E13,cohort 8,,,,,,,,
3,4,STDR2,G03,cohort 8,,,,,,,,
4,11,STDR2,E05,blank,,,,,,,,
4,11,STDR2,B02,cohort 1,,,,,,,6/15/22,plant missing
4,11,STDR2,C07,cohort 1,,,,,,,4/27/22,
4,11,STDR2,F04,cohort 1,,,,,,,,
4,11,STDR2,F02,cohort 3,,,,,,,,
4,11,STDR2,F08,cohort 3,,,,,,,,
4,11,STDR2,C05,cohort 5,,,,,,,,
4,11,STDR2,C09,cohort 5,,,,,,,,
4,11,STDR2,D12,cohort 6,,,,,,,,
4,11,STDR2,E01,cohort 6,,,,,,,,
4,11,STDR2,F14,cohort 6,,,,,,,,
4,11,STDR2,A09,cohort 7,,,,,,,,
4,11,STDR2,A11,cohort 7,,,,,,,,
4,11,STDR2,A13,cohort 7,,,,,,,,
4,11,STDR2,B08,cohort 7,,,,,,,,
4,11,STDR2,E03,cohort 7,,,,,,,,
4,11,STDR2,F12,cohort 7,,,,,,,,
4,11,STDR2,A07,cohort 8,,,,,,,,
4,11,STDR2,B10,cohort 8,,,,,,,,
4,11,STDR2,B14,cohort 8,,,,,,,,
4,11,STDR2,D10,cohort 8,,,,,,,,
4,11,STDR2,E11,cohort 8,,,,,,,,
1,4,STGL1,G07,blank,,,,,,,,
1,4,STGL1,B08,cohort 1,4/29/22,3.3,,,,,,
1,4,STGL1,A09,cohort 2,4/6/22,2.3,,,,,,
1,4,STGL1,C01,cohort 2,,,,,,,,
1,4,STGL1,F08,cohort 2,,,,,,,,
1,4,STGL1,F12,cohort 2,4/20/22,3.3,,,,,,
1,4,STGL1,D12,cohort 3,,,,,,,6/8/22,
1,4,STGL1,E13,cohort 3,,,,,,,,
1,4,STGL1,G05,cohort 3,,,,,,,,
1,4,STGL1,B06,cohort 4,,,,,,,,
1,4,STGL1,C11,cohort 4,,,,,,,,
1,4,STGL1,D10,cohort 5,,,,,,,,
1,4,STGL1,F14,cohort 5,,,,,,,,
1,4,STGL1,E03,cohort 6,,,,,,,,
1,4,STGL1,E05,cohort 6,,,,,,,,
1,4,STGL1,E07,cohort 6,,,,,,,,
1,4,STGL1,E09,cohort 6,,,,,,,,
1,4,STGL1,G09,cohort 6,,,,,,,,
1,4,STGL1,B02,cohort 7,,,,,,,,
1,4,STGL1,B04,cohort 7,,,,,,,,
1,4,STGL1,C03,cohort 7,,,,,,,,
1,4,STGL1,F02,cohort 7,,,,,,,,
1,4,STGL1,F10,cohort 7,,,,,,,,
1,4,STGL1,G01,cohort 7,,,,,,,,
1,4,STGL1,A07,cohort 8,,,,,,,,
1,4,STGL1,B14,cohort 8,,,,,,,,
1,4,STGL1,C05,cohort 8,,,,,,,,
1,4,STGL1,E01,cohort 8,,,,,,,,
1,4,STGL1,F04,cohort 8,,,,,,,,
1,4,STGL1,G11,cohort 8,,,,,,,,
2,12,STGL1,E11,blank,,,,,,,,
2,12,STGL1,C05,cohort 1,,,,,,,,
2,12,STGL1,E13,cohort 1,,,,,,,,
2,12,STGL1,A09,cohort 2,,,,,,,,
2,12,STGL1,F14,cohort 2,,,,,,,,
2,12,STGL1,B12,cohort 3,5/20/22,1.5,,,,,6/15/22,
2,12,STGL1,C13,cohort 3,5/2/22,2.1,,,,,6/15/22,
2,12,STGL1,D12,cohort 3,4/27/22,1.8,,,,,6/15/22,
2,12,STGL1,E07,cohort 3,,,,,,,,
2,12,STGL1,G13,cohort 3,,,,,,,,
2,12,STGL1,B02,cohort 4,,,,,,,,
2,12,STGL1,B06,cohort 4,,,,,,,,
2,12,STGL1,E03,cohort 5,,,,,,,,
2,12,STGL1,E09,cohort 5,,,,,,,,
2,12,STGL1,A03,cohort 6,,,,,,,,
2,12,STGL1,C03,cohort 6,,,,,,,,
2,12,STGL1,F02,cohort 6,,,,,,,,
2,12,STGL1,F08,cohort 6,,,,,,,,
2,12,STGL1,G03,cohort 6,,,,,,,,
2,12,STGL1,A13,cohort 7,,,,,,,,
2,12,STGL1,B08,cohort 7,,,,,,,,
2,12,STGL1,C07,cohort 7,,,,,,,,
2,12,STGL1,C11,cohort 7,,,,,,,,
2,12,STGL1,E05,cohort 7,,,,,,,,
2,12,STGL1,G09,cohort 7,,,,,,,,
2,12,STGL1,D08,cohort 8,,,,,,,,
2,12,STGL1,D10,cohort 8,,,,,,,,
2,12,STGL1,D14,cohort 8,,,,,,,,
2,12,STGL1,E01,cohort 8,,,,,,,,
2,12,STGL1,G01,cohort 8,,,,,,,,
2,12,STGL1,G11,cohort 8,,,,,,,,
3,10,STGL1,G01,blank,,,,,,,,
3,10,STGL1,D02,cohort 1,,,,,,,,
3,10,STGL1,G03,cohort 1,,,,,,,,
3,10,STGL1,A03,cohort 3,,,,,,,,1/24 very small
3,10,STGL1,A11,cohort 3,,,,,,,5/18/22,
3,10,STGL1,B12,cohort 3,,,,,,,,
3,10,STGL1,D08,cohort 3,,,,,,,,
3,10,STGL1,E09,cohort 3,,,,,,,,
3,10,STGL1,A05,cohort 4,,,,,,,,
3,10,STGL1,E07,cohort 4,,,,,,,,
3,10,STGL1,D14,cohort 5,,,,,,,,
3,10,STGL1,G05,cohort 5,,,,,,,,
3,10,STGL1,G07,cohort 5,,,,,,,,
3,10,STGL1,C03,cohort 6,,,,,,,,
3,10,STGL1,D06,cohort 6,,,,,,,,
3,10,STGL1,E05,cohort 6,,,,,,,,
3,10,STGL1,F02,cohort 6,,,,,,,,
3,10,STGL1,F08,cohort 6,,,,,,,,
3,10,STGL1,A09,cohort 7,,,,,,,,
3,10,STGL1,B10,cohort 7,,,,,,,,
3,10,STGL1,C11,cohort 7,,,,,,,,
3,10,STGL1,D10,cohort 7,,,,,,,,
3,10,STGL1,E01,cohort 7,,,,,,,,
3,10,STGL1,G13,cohort 7,,,,,,,,
3,10,STGL1,A13,cohort 8,,,,,,,,
3,10,STGL1,B02,cohort 8,,,,,,,,
3,10,STGL1,C01,cohort 8,,,,,,,,
3,10,STGL1,C05,cohort 8,,,,,,,,
3,10,STGL1,C09,cohort 8,,,,,,,,
3,10,STGL1,E13,cohort 8,,,,,,,,
4,7,STGL1,C05,blank,,,,,,,,
4,7,STGL1,A01,cohort 1,,,,,,,1/27/22,
4,7,STGL1,E09,cohort 1,4/13/22,2,,,,,,
4,7,STGL1,F12,cohort 1,,,,,,,6/7/22,
4,7,STGL1,G13,cohort 1,5/6/22,3,,,,,,
4,7,STGL1,D08,cohort 2,,,,,,,,1/24 not STGL pulled weed
4,7,STGL1,B04,cohort 3,,,,,,,,
4,7,STGL1,E01,cohort 3,,,,,,,,
4,7,STGL1,E05,cohort 3,,,,,,,,
4,7,STGL1,B08,cohort 4,,,,,,,,
4,7,STGL1,G11,cohort 4,,,,,,,,
4,7,STGL1,D04,cohort 5,,,,,,,,
4,7,STGL1,D10,cohort 5,,,,,,,,
4,7,STGL1,D14,cohort 5,,,,,,,,
4,7,STGL1,A03,cohort 6,,,,,,,,
4,7,STGL1,A11,cohort 6,6/3/22,7.1,,,,,,
4,7,STGL1,D06,cohort 6,,,,,,,,
4,7,STGL1,E03,cohort 6,,,,,,,,
4,7,STGL1,F10,cohort 6,,,,,,,,
4,7,STGL1,G07,cohort 6,,,,,,,,
4,7,STGL1,A07,cohort 7,,,,,,,,
4,7,STGL1,B06,cohort 7,,,,,,,,
4,7,STGL1,C07,cohort 7,,,,,,,,
4,7,STGL1,D02,cohort 7,,,,,,,,
4,7,STGL1,E13,cohort 7,,,,,,,,
4,7,STGL1,F02,cohort 7,,,,,,,,
4,7,STGL1,A09,cohort 8,,,,,,,,
4,7,STGL1,B10,cohort 8,,,,,,,,
4,7,STGL1,F06,cohort 8,,,,,,,,
4,7,STGL1,F08,cohort 8,,,,,,,,
4,7,STGL1,G03,cohort 8,,,,,,,,
1,2,STIN,D12,blank,,,,,,,,
1,2,STIN,A09,cohort 1,12/3/21,,,,,,12/31/21,12/13 broken stem dead 12/31
1,2,STIN,B14,cohort 1,12/3/21,,,,,,1/7/22,
1,2,STIN,D14,cohort 1,12/20/21,,,,,,1/24/22,
1,2,STIN,E05,cohort 3,,,,,,,12/31/21,
1,2,STIN,D06,cohort 6,,,,,,,,
1,2,STIN,A07,cohort 8,5/6/22,2.5,,,,,,
1,2,STIN,E09,cohort 8,,,,,,,,
2,4,STIN,B10,blank,,,,,,,,
2,4,STIN,A11,cohort 5,,,,,,,3/7/22,dried
2,4,STIN,F12,cohort 6,4/11/22,2,,,,,5/25/22,
2,4,STIN,C05,cohort 7,,,,,,,,
2,4,STIN,E09,cohort 7,,,,,,,,
3,1,STIN,G03,blank,,,,,,,,
3,1,STIN,B06,cohort 3,,,,,,,1/24/22,
3,1,STIN,A01,cohort 6,4/11/22,4.2,,,,,5/6/22,
